case_id,source_group,case_path,canonical_case_id,canonical_case_path,is_canonical,raw_sha256,label_sha256,pair_sha256
B003_SHALLOW_DISTRACTOR_003,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_003,B003_SHALLOW_DISTRACTOR_003,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_003,True,853be3c05e3153499e9af126a9f697611d1df01d51d0ef1e871589f747deb35a,7deb0d0c951bcb638f311990d52837f0c4cede0fc125dac91af84f541c7984ff,853be3c05e3153499e9af126a9f697611d1df01d51d0ef1e871589f747deb35a:7deb0d0c951bcb638f311990d52837f0c4cede0fc125dac91af84f541c7984ff
B003_SHALLOW_DISTRACTOR_004,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_004,B003_SHALLOW_DISTRACTOR_004,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_004,True,2afa075c4b588f8124161435586f330e535e644c981792c9d28d32f62e9750dc,d6f489e1cfad3f684ecd77bf59ca2e4280bf6c8dd7deb3a0ad1d21c16801820f,2afa075c4b588f8124161435586f330e535e644c981792c9d28d32f62e9750dc:d6f489e1cfad3f684ecd77bf59ca2e4280bf6c8dd7deb3a0ad1d21c16801820f
B003_SHALLOW_DISTRACTOR_005,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_005,B003_SHALLOW_DISTRACTOR_005,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_005,True,f5a8b2db1890ee832fc7a3067fa63c26251c86709dc66cdba6f947e798a1bc94,fdbeb3ad96453840d603b4581e228d554001579e3d4cb853da3d28f968766a99,f5a8b2db1890ee832fc7a3067fa63c26251c86709dc66cdba6f947e798a1bc94:fdbeb3ad96453840d603b4581e228d554001579e3d4cb853da3d28f968766a99
B003_SHALLOW_DISTRACTOR_006,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_006,B003_SHALLOW_DISTRACTOR_006,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_006,True,8284d39ecffd4b243b975cca0850de681d65d77be8ed887588a7ce58c1741205,5a6b9bf96cbd4a7c6fcc9a02f782f2ecc7a626a7872b5a83aa7ed137d38ed925,8284d39ecffd4b243b975cca0850de681d65d77be8ed887588a7ce58c1741205:5a6b9bf96cbd4a7c6fcc9a02f782f2ecc7a626a7872b5a83aa7ed137d38ed925
B003_SHALLOW_DISTRACTOR_007,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_007,B003_SHALLOW_DISTRACTOR_007,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_007,True,369857e5fa8ab81140d1592c6275835cf814e04af74d7da21ce16dd7998338d1,a7dd2267111f5aba4084c8416247e65d0e7b0fb97bdd21697baf7425eb25d375,369857e5fa8ab81140d1592c6275835cf814e04af74d7da21ce16dd7998338d1:a7dd2267111f5aba4084c8416247e65d0e7b0fb97bdd21697baf7425eb25d375
B003_SHALLOW_DISTRACTOR_008,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_008,B003_SHALLOW_DISTRACTOR_008,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_008,True,06bf281e923807566c12da421d80ad853fba6b6dbe3325ac18c332b21a250d44,8a81d662f2470b9dd3ccd290e3dd54929e242761f96fece40d2e0712cb4116d1,06bf281e923807566c12da421d80ad853fba6b6dbe3325ac18c332b21a250d44:8a81d662f2470b9dd3ccd290e3dd54929e242761f96fece40d2e0712cb4116d1
B003_SHALLOW_DISTRACTOR_009,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_009,B003_SHALLOW_DISTRACTOR_009,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_009,True,f0069f535dfc352894e9f2a0306135fd0dcc0db86c7f0bced71dba82b9314ecf,102add85e7d7762b7f2a907500dd4a084f98a75e15df3251099681ee47e030e9,f0069f535dfc352894e9f2a0306135fd0dcc0db86c7f0bced71dba82b9314ecf:102add85e7d7762b7f2a907500dd4a084f98a75e15df3251099681ee47e030e9
B003_SHALLOW_DISTRACTOR_010,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_010,B003_SHALLOW_DISTRACTOR_010,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_010,True,657a4eb7de9e4178c284c649966914c81b034188a0411b2662dc158ef57c89e6,604922f1c08e8d038fdd2dd9eb733466b7d2bca3e7af6ca83237b821a1ae780c,657a4eb7de9e4178c284c649966914c81b034188a0411b2662dc158ef57c89e6:604922f1c08e8d038fdd2dd9eb733466b7d2bca3e7af6ca83237b821a1ae780c
B003_SHALLOW_DISTRACTOR_011,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_011,B003_SHALLOW_DISTRACTOR_011,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_011,True,281366cae56055b25533eef4c7d13f171a4a46ac4e1a037b5b200a92f6872f85,f5efc6870944547b945275ff38b1fe89fa920324cf48cb4295a68352ae0af3cd,281366cae56055b25533eef4c7d13f171a4a46ac4e1a037b5b200a92f6872f85:f5efc6870944547b945275ff38b1fe89fa920324cf48cb4295a68352ae0af3cd
B003_SHALLOW_DISTRACTOR_012,batch3,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_012,B003_SHALLOW_DISTRACTOR_012,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_012,True,43b984d65271ae6614e4a05b8016b44767d2ae3f37daf5c7091a5537d5e45c27,6640268e8902714a8bc742d6681f02e2d8aead77309e4801b8d6f8cd455bf42f,43b984d65271ae6614e4a05b8016b44767d2ae3f37daf5c7091a5537d5e45c27:6640268e8902714a8bc742d6681f02e2d8aead77309e4801b8d6f8cd455bf42f
LINE9_STYLE_001,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_001,LINE9_STYLE_001,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_001,True,efd457c1c938b7ad8e0a52e53fe5d18770d3c57fca4c27e8915a40b66cb779cf,3a6b7bb0cf6db49b42d6a540c81013de052442b2683d41ef182df8e979cc5d46,efd457c1c938b7ad8e0a52e53fe5d18770d3c57fca4c27e8915a40b66cb779cf:3a6b7bb0cf6db49b42d6a540c81013de052442b2683d41ef182df8e979cc5d46
LINE9_STYLE_001,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_001,LINE9_STYLE_001,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_001,False,efd457c1c938b7ad8e0a52e53fe5d18770d3c57fca4c27e8915a40b66cb779cf,3a6b7bb0cf6db49b42d6a540c81013de052442b2683d41ef182df8e979cc5d46,efd457c1c938b7ad8e0a52e53fe5d18770d3c57fca4c27e8915a40b66cb779cf:3a6b7bb0cf6db49b42d6a540c81013de052442b2683d41ef182df8e979cc5d46
LINE9_STYLE_002,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_002,LINE9_STYLE_002,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_002,True,54c2a70e72d41c5769811a205e09122ecf99cdb54cdca80fee1b3ae2cd7cfd88,5a3a09efe8035996ff69358998f8d213d69ea6a3f2588af828a90499e09e8ef5,54c2a70e72d41c5769811a205e09122ecf99cdb54cdca80fee1b3ae2cd7cfd88:5a3a09efe8035996ff69358998f8d213d69ea6a3f2588af828a90499e09e8ef5
LINE9_STYLE_002,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_002,LINE9_STYLE_002,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_002,False,54c2a70e72d41c5769811a205e09122ecf99cdb54cdca80fee1b3ae2cd7cfd88,5a3a09efe8035996ff69358998f8d213d69ea6a3f2588af828a90499e09e8ef5,54c2a70e72d41c5769811a205e09122ecf99cdb54cdca80fee1b3ae2cd7cfd88:5a3a09efe8035996ff69358998f8d213d69ea6a3f2588af828a90499e09e8ef5
LINE9_STYLE_003,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_003,LINE9_STYLE_003,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_003,True,be1799e5ee1749c0ab90de64e0aa6d44f5eb2b5e62da21c06b7f01a717ff1fed,49a6d8566b6cce14c3f637f874a9aea1747ced51f990af33beac4d2d15d40206,be1799e5ee1749c0ab90de64e0aa6d44f5eb2b5e62da21c06b7f01a717ff1fed:49a6d8566b6cce14c3f637f874a9aea1747ced51f990af33beac4d2d15d40206
LINE9_STYLE_003,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_003,LINE9_STYLE_003,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_003,False,be1799e5ee1749c0ab90de64e0aa6d44f5eb2b5e62da21c06b7f01a717ff1fed,49a6d8566b6cce14c3f637f874a9aea1747ced51f990af33beac4d2d15d40206,be1799e5ee1749c0ab90de64e0aa6d44f5eb2b5e62da21c06b7f01a717ff1fed:49a6d8566b6cce14c3f637f874a9aea1747ced51f990af33beac4d2d15d40206
LINE9_STYLE_004,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_004,LINE9_STYLE_004,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_004,True,aeb6c2e0186bf48be33d6d6248f81e0f9009ac39dfbbfd5b29ec47ce3f7c6f7b,90dcaf5e85535687387913afc4ee7218b60e75c05a5f77316980a86407128a28,aeb6c2e0186bf48be33d6d6248f81e0f9009ac39dfbbfd5b29ec47ce3f7c6f7b:90dcaf5e85535687387913afc4ee7218b60e75c05a5f77316980a86407128a28
LINE9_STYLE_004,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_004,LINE9_STYLE_004,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_004,False,aeb6c2e0186bf48be33d6d6248f81e0f9009ac39dfbbfd5b29ec47ce3f7c6f7b,90dcaf5e85535687387913afc4ee7218b60e75c05a5f77316980a86407128a28,aeb6c2e0186bf48be33d6d6248f81e0f9009ac39dfbbfd5b29ec47ce3f7c6f7b:90dcaf5e85535687387913afc4ee7218b60e75c05a5f77316980a86407128a28
LINE9_STYLE_005,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_005,LINE9_STYLE_005,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_005,True,1fef1f45e7c79466ddefa85befbb304b331de5688050546cd6c1a6a0c4a87281,c0b6cead03c83c1e393a41ff24f598a11238fadc8fa4debaed223494cf6626b3,1fef1f45e7c79466ddefa85befbb304b331de5688050546cd6c1a6a0c4a87281:c0b6cead03c83c1e393a41ff24f598a11238fadc8fa4debaed223494cf6626b3
LINE9_STYLE_005,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_005,LINE9_STYLE_005,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_005,False,1fef1f45e7c79466ddefa85befbb304b331de5688050546cd6c1a6a0c4a87281,c0b6cead03c83c1e393a41ff24f598a11238fadc8fa4debaed223494cf6626b3,1fef1f45e7c79466ddefa85befbb304b331de5688050546cd6c1a6a0c4a87281:c0b6cead03c83c1e393a41ff24f598a11238fadc8fa4debaed223494cf6626b3
LINE9_STYLE_006,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_006,LINE9_STYLE_006,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_006,True,151d92d4bdddcce25d8c35207bc15f19d8b87c410309396d83e2f3cb90df08ed,c080dc7c20540421b3ae0218ae7d10f4dcdb56157b71b06178e1c4ec7f040428,151d92d4bdddcce25d8c35207bc15f19d8b87c410309396d83e2f3cb90df08ed:c080dc7c20540421b3ae0218ae7d10f4dcdb56157b71b06178e1c4ec7f040428
LINE9_STYLE_006,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_006,LINE9_STYLE_006,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_006,False,151d92d4bdddcce25d8c35207bc15f19d8b87c410309396d83e2f3cb90df08ed,c080dc7c20540421b3ae0218ae7d10f4dcdb56157b71b06178e1c4ec7f040428,151d92d4bdddcce25d8c35207bc15f19d8b87c410309396d83e2f3cb90df08ed:c080dc7c20540421b3ae0218ae7d10f4dcdb56157b71b06178e1c4ec7f040428
LINE9_STYLE_007,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_007,LINE9_STYLE_007,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_007,True,a4a4befb48467644d196a21c799be7f9e614da40af62aff97c089bad6458817d,1820d197980556f22b90e9f35f06640b5de4e532766c88bea0a0d2c2258d45fe,a4a4befb48467644d196a21c799be7f9e614da40af62aff97c089bad6458817d:1820d197980556f22b90e9f35f06640b5de4e532766c88bea0a0d2c2258d45fe
LINE9_STYLE_007,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_007,LINE9_STYLE_007,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_007,False,a4a4befb48467644d196a21c799be7f9e614da40af62aff97c089bad6458817d,1820d197980556f22b90e9f35f06640b5de4e532766c88bea0a0d2c2258d45fe,a4a4befb48467644d196a21c799be7f9e614da40af62aff97c089bad6458817d:1820d197980556f22b90e9f35f06640b5de4e532766c88bea0a0d2c2258d45fe
LINE9_STYLE_008,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_008,LINE9_STYLE_008,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_008,True,ff076be33ea00f9d8f4d54ffe4be57a53a8f79a2a831d8ee3e1a2e3178bed87b,d12bdf5e32e7036d6bb491796e9fa7c35ecdfd1e78daf9ecb611035f30d57f12,ff076be33ea00f9d8f4d54ffe4be57a53a8f79a2a831d8ee3e1a2e3178bed87b:d12bdf5e32e7036d6bb491796e9fa7c35ecdfd1e78daf9ecb611035f30d57f12
LINE9_STYLE_008,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_008,LINE9_STYLE_008,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_008,False,ff076be33ea00f9d8f4d54ffe4be57a53a8f79a2a831d8ee3e1a2e3178bed87b,d12bdf5e32e7036d6bb491796e9fa7c35ecdfd1e78daf9ecb611035f30d57f12,ff076be33ea00f9d8f4d54ffe4be57a53a8f79a2a831d8ee3e1a2e3178bed87b:d12bdf5e32e7036d6bb491796e9fa7c35ecdfd1e78daf9ecb611035f30d57f12
LINE9_STYLE_009,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_009,LINE9_STYLE_009,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_009,True,a93e8048b3885986362ebd15e8801764d8a67008506440eda1b4a9cb4fbc11dd,22c6479e027d3f6485c7174bea297a6c52eb0b74dfc3fadea71b0694a0a8041b,a93e8048b3885986362ebd15e8801764d8a67008506440eda1b4a9cb4fbc11dd:22c6479e027d3f6485c7174bea297a6c52eb0b74dfc3fadea71b0694a0a8041b
LINE9_STYLE_009,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_009,LINE9_STYLE_009,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_009,False,a93e8048b3885986362ebd15e8801764d8a67008506440eda1b4a9cb4fbc11dd,22c6479e027d3f6485c7174bea297a6c52eb0b74dfc3fadea71b0694a0a8041b,a93e8048b3885986362ebd15e8801764d8a67008506440eda1b4a9cb4fbc11dd:22c6479e027d3f6485c7174bea297a6c52eb0b74dfc3fadea71b0694a0a8041b
LINE9_STYLE_010,batch1,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_010,LINE9_STYLE_010,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_010,True,7e57d8d1cb26b0447a136a493d21244df1e2be229329d2ebb352756b7f3a120e,a71bacf7c3f14ef8f0bd50d5c15373cc7f76fff25b66e16f30e8f1cf02043d6b,7e57d8d1cb26b0447a136a493d21244df1e2be229329d2ebb352756b7f3a120e:a71bacf7c3f14ef8f0bd50d5c15373cc7f76fff25b66e16f30e8f1cf02043d6b
LINE9_STYLE_010,accepted,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_010,LINE9_STYLE_010,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_010,False,7e57d8d1cb26b0447a136a493d21244df1e2be229329d2ebb352756b7f3a120e,a71bacf7c3f14ef8f0bd50d5c15373cc7f76fff25b66e16f30e8f1cf02043d6b,7e57d8d1cb26b0447a136a493d21244df1e2be229329d2ebb352756b7f3a120e:a71bacf7c3f14ef8f0bd50d5c15373cc7f76fff25b66e16f30e8f1cf02043d6b
